instant,dteday_x,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,dteday_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
288,2011-10-15,Winter,0,10,0,6,0,1,10,9,48.3333,25.8083,1899,3318,5217,2011-01-13,Spring,0,1,10,0,4,1,2,-8,-10,50.0,35.82,2,36,38
289,2011-10-16,Winter,0,10,0,0,0,1,10,10,48.6667,28.1717,1748,3293,5041,2011-01-13,Spring,0,1,11,0,4,1,2,-6,-8,44.0,44.78,4,33,37
290,2011-10-17,Winter,0,10,0,1,1,1,11,10,57.958299999999994,17.5379,713,3857,4570,2011-01-13,Spring,0,1,12,0,4,1,1,-6,-8,44.0,41.79,3,49,52
291,2011-10-18,Winter,0,10,0,2,1,2,11,11,70.1667,11.008700000000001,637,4111,4748,2011-01-13,Spring,0,1,13,0,4,1,1,-5,-6,41.0,44.78,2,81,83
292,2011-10-19,Winter,0,10,0,3,1,3,12,10,89.52170000000001,24.3339,254,2170,2424,2011-01-13,Spring,0,1,14,0,4,1,1,-5,-6,41.0,38.81,3,39,42
293,2011-10-20,Winter,0,10,0,4,1,1,8,8,63.625,42.2275,471,3724,4195,2011-01-13,Spring,0,1,15,0,4,1,1,-4,-5,38.0,29.849999999999998,5,55,60
294,2011-10-21,Winter,0,10,0,5,1,1,5,5,57.4167,22.1396,676,3628,4304,2011-01-13,Spring,0,1,16,0,4,1,1,-4,-5,38.0,35.82,2,76,78
295,2011-10-22,Winter,0,10,0,6,0,1,5,5,62.916700000000006,9.266670000000001,1499,2809,4308,2011-01-13,Spring,0,1,17,0,4,1,1,-6,-7,40.0,28.360000000000003,4,158,162
296,2011-10-23,Winter,0,10,0,0,0,1,5,5,74.125,9.95125,1619,2762,4381,2011-01-13,Spring,0,1,18,0,4,1,1,-6,-7,40.0,32.84,3,141,144
297,2011-10-24,Winter,0,10,0,1,1,1,7,7,77.2083,11.879199999999999,699,3488,4187,2011-01-13,Spring,0,1,19,0,4,1,1,-8,-9,47.0,25.369999999999997,1,98,99
298,2011-10-25,Winter,0,10,0,2,1,1,8,7,62.291700000000006,16.6658,695,3992,4687,2011-01-13,Spring,0,1,20,0,4,1,1,-8,-9,47.0,22.39,0,64,64
299,2011-10-26,Winter,0,10,0,3,1,2,9,8,72.04169999999999,14.8642,404,3490,3894,2011-01-13,Spring,0,1,21,0,4,1,1,-10,-11,46.0,29.849999999999998,0,40,40
300,2011-10-27,Winter,0,10,0,4,1,2,8,7,81.2917,19.7763,240,2419,2659,2011-01-13,Spring,0,1,22,0,4,1,1,-10,-11,46.0,32.84,0,30,30
301,2011-10-28,Winter,0,10,0,5,1,2,0,0,58.58330000000001,22.947899999999997,456,3291,3747,2011-01-13,Spring,0,1,23,0,4,1,1,-11,-10,50.0,19.400000000000002,1,14,15
302,2011-10-29,Winter,0,10,0,6,0,3,-3,-5,88.25,35.1371,57,570,627,2011-01-14,Spring,0,1,0,0,5,1,1,-11,-10,50.0,19.400000000000002,0,14,14
303,2011-10-30,Winter,0,10,0,0,0,1,0,0,62.375,17.6617,885,2446,3331,2011-01-14,Spring,0,1,1,0,5,1,1,-12,-11,54.0,16.42,0,5,5
304,2011-10-31,Winter,0,10,0,1,1,1,1,2,70.3333,10.635,362,3307,3669,2011-01-14,Spring,0,1,2,0,5,1,1,-12,-11,54.0,13.43,0,1,1
305,2011-11-01,Winter,0,11,0,2,1,1,4,4,68.375,13.5571,410,3658,4068,2011-01-14,Spring,0,1,3,0,5,1,1,-12,-10,54.0,10.45,0,1,1
306,2011-11-02,Winter,0,11,0,3,1,1,3,3,71.875,8.20917,370,3816,4186,2011-01-14,Spring,0,1,5,0,5,1,1,-12,-10,54.0,8.959999999999999,0,8,8
307,2011-11-03,Winter,0,11,0,4,1,1,4,4,70.20830000000001,13.6817,318,3656,3974,2011-01-14,Spring,0,1,6,0,5,1,1,-12,-7,54.0,0.0,0,17,17
308,2011-11-04,Winter,0,11,0,5,1,2,4,4,62.25000000000001,27.1779,470,3576,4046,2011-01-14,Spring,0,1,7,0,5,1,1,-12,-11,74.0,16.42,0,70,70
309,2011-11-05,Winter,0,11,0,6,0,1,0,0,51.916700000000006,18.906200000000002,1156,2770,3926,2011-01-14,Spring,0,1,8,0,5,1,1,-11,-8,68.0,0.0,2,156,158
310,2011-11-06,Winter,0,11,0,0,0,1,1,2,73.4583,9.20542,952,2697,3649,2011-01-14,Spring,0,1,9,0,5,1,1,-10,-9,69.0,13.43,0,117,117
311,2011-11-07,Winter,0,11,0,1,1,1,4,4,75.875,5.7225,373,3662,4035,2011-01-14,Spring,0,1,10,0,5,1,1,-7,-7,55.00000000000001,19.400000000000002,4,40,44
312,2011-11-08,Winter,0,11,0,2,1,1,4,5,72.16669999999999,6.9037500000000005,376,3829,4205,2011-01-14,Spring,0,1,11,0,5,1,1,-7,-8,51.0,28.360000000000003,6,47,53
313,2011-11-09,Winter,0,11,0,3,1,1,4,4,75.83330000000001,6.2195800000000006,305,3804,4109,2011-01-14,Spring,0,1,12,0,5,1,1,-6,-6,44.0,25.369999999999997,2,59,61
314,2011-11-10,Winter,0,11,0,4,1,2,3,2,81.3333,18.9067,190,2743,2933,2011-01-14,Spring,0,1,13,0,5,1,1,-5,-6,37.0,38.81,4,73,77
315,2011-11-11,Winter,0,11,1,5,0,1,0,0,44.625,31.467499999999998,440,2928,3368,2011-01-14,Spring,0,1,14,0,5,1,1,-5,-5,41.0,28.360000000000003,5,59,64
316,2011-11-12,Winter,0,11,0,6,0,1,2,2,55.2917,21.2062,1275,2792,4067,2011-01-14,Spring,0,1,15,0,5,1,1,-4,-4,38.0,16.42,9,59,68
317,2011-11-13,Winter,0,11,0,0,0,1,6,6,45.8333,28.1721,1004,2713,3717,2011-01-14,Spring,0,1,16,0,5,1,1,-5,-4,41.0,10.45,3,87,90
318,2011-11-14,Winter,0,11,0,1,1,1,11,11,58.7083,30.659599999999998,595,3891,4486,2011-01-14,Spring,0,1,17,0,5,1,1,-5,-5,41.0,16.42,4,155,159
319,2011-11-15,Winter,0,11,0,2,1,2,11,10,68.875,19.9633,449,3746,4195,2011-01-14,Spring,0,1,18,0,5,1,1,-6,-3,47.0,0.0,5,134,139
320,2011-11-16,Winter,0,11,0,3,1,3,7,7,93.0,13.6829,145,1672,1817,2011-01-14,Spring,0,1,19,0,5,1,1,-8,-6,59.0,8.959999999999999,3,89,92
321,2011-11-17,Winter,0,11,0,4,1,2,1,0,57.5833,30.5362,139,2914,3053,2011-01-14,Spring,0,1,20,0,5,1,1,-7,-4,59.0,0.0,0,68,68
322,2011-11-18,Winter,0,11,0,5,1,1,-2,-2,41.0,16.853299999999997,245,3147,3392,2011-01-14,Spring,0,1,21,0,5,1,1,-8,-5,69.0,0.0,4,48,52
323,2011-11-19,Winter,0,11,0,6,0,1,0,0,50.208299999999994,22.4496,943,2720,3663,2011-01-14,Spring,0,1,22,0,5,1,2,-8,-5,69.0,0.0,2,34,36
324,2011-11-20,Winter,0,11,0,0,0,2,7,7,68.45830000000001,18.595,787,2733,3520,2011-01-14,Spring,0,1,23,0,5,1,2,-7,-4,55.00000000000001,0.0,1,26,27
325,2011-11-21,Winter,0,11,0,1,1,3,7,6,91.0,13.8054,220,2545,2765,2011-01-15,Spring,0,1,0,0,6,0,1,-7,-4,55.00000000000001,0.0,3,25,28
326,2011-11-22,Winter,0,11,0,2,1,3,5,5,96.25,11.879199999999999,69,1538,1607,2011-01-15,Spring,0,1,1,0,6,0,2,-8,-6,59.0,8.959999999999999,2,18,20
327,2011-11-23,Winter,0,11,0,3,1,2,6,6,75.79169999999999,33.582499999999996,112,2454,2566,2011-01-15,Spring,0,1,2,0,6,0,2,-8,-6,59.0,8.959999999999999,0,12,12
328,2011-11-24,Winter,0,11,1,4,0,1,2,2,54.9167,16.7304,560,935,1495,2011-01-15,Spring,0,1,3,0,6,0,2,-8,-5,59.0,0.0,1,7,8
329,2011-11-25,Winter,0,11,0,5,1,1,3,3,64.375,9.88958,1095,1697,2792,2011-01-15,Spring,0,1,4,0,6,0,2,-8,-5,59.0,0.0,0,5,5
330,2011-11-26,Winter,0,11,0,6,0,1,3,3,68.1667,6.84208,1249,1819,3068,2011-01-15,Spring,0,1,5,0,6,0,1,-8,-5,59.0,0.0,0,1,1
331,2011-11-27,Winter,0,11,0,0,0,1,7,7,69.8333,20.8954,810,2261,3071,2011-01-15,Spring,0,1,6,0,6,0,1,-10,-8,63.0,10.45,1,2,3
332,2011-11-28,Winter,0,11,0,1,1,1,10,9,74.3043,14.2122,253,3614,3867,2011-01-15,Spring,0,1,7,0,6,0,1,-10,-5,63.0,0.0,1,9,10
333,2011-11-29,Winter,0,11,0,2,1,2,7,7,83.08330000000001,25.809199999999997,96,2818,2914,2011-01-15,Spring,0,1,8,0,6,0,1,-10,-9,63.0,13.43,1,22,23
334,2011-11-30,Winter,0,11,0,3,1,1,0,0,61.3333,27.1158,188,3425,3613,2011-01-15,Spring,0,1,9,0,6,0,1,-8,-7,64.0,13.43,2,31,33
335,2011-12-01,Winter,0,12,0,4,1,1,0,0,52.4583,22.0158,182,3545,3727,2011-01-15,Spring,0,1,10,0,6,0,1,-7,-6,59.0,16.42,2,57,59
336,2011-12-02,Winter,0,12,0,5,1,1,0,0,62.583299999999994,10.0754,268,3672,3940,2011-01-15,Spring,0,1,11,0,6,0,1,-6,-6,55.00000000000001,22.39,18,54,72
337,2011-12-03,Winter,0,12,0,6,0,1,-1,0,61.291700000000006,9.57833,706,2908,3614,2011-01-15,Spring,0,1,12,0,6,0,1,-4,-5,48.0,22.39,15,74,89
338,2011-12-04,Winter,0,12,0,0,0,1,0,1,77.5833,8.39583,634,2851,3485,2011-01-15,Spring,0,1,13,0,6,0,1,-2,-3,38.0,29.849999999999998,21,80,101
339,2011-12-05,Winter,0,12,0,1,1,2,3,4,82.70830000000001,6.22083,233,3578,3811,2011-01-15,Spring,0,1,14,0,6,0,1,-1,-1,39.0,28.360000000000003,26,92,118
340,2011-12-06,Winter,0,12,0,2,1,3,7,7,94.9583,23.258300000000002,126,2468,2594,2011-01-15,Spring,0,1,15,0,6,0,2,0,0,36.0,19.400000000000002,21,108,129
341,2011-12-07,Winter,0,12,0,3,1,3,5,4,97.04169999999999,26.6175,50,655,705,2011-01-15,Spring,0,1,16,0,6,0,2,1,0,34.0,19.400000000000002,33,95,128
342,2011-12-08,Winter,0,12,0,4,1,1,-3,-3,57.99999999999999,24.0058,150,3172,3322,2011-01-15,Spring,0,1,17,0,6,0,2,0,0,36.0,28.360000000000003,29,54,83
343,2011-12-09,Winter,0,12,0,5,1,1,-1,0,69.58330000000001,8.27167,261,3359,3620,2011-01-15,Spring,0,1,18,0,6,0,2,-1,-1,45.0,25.369999999999997,15,69,84
344,2011-12-10,Winter,0,12,0,6,0,1,-2,-2,50.74999999999999,23.322100000000002,502,2688,3190,2011-01-15,Spring,0,1,19,0,6,0,2,0,0,39.0,25.369999999999997,14,60,74
345,2011-12-11,Winter,0,12,0,0,0,1,-5,-3,49.0,6.65417,377,2366,2743,2011-01-15,Spring,0,1,20,0,6,0,2,0,0,39.0,25.369999999999997,6,35,41
346,2011-12-12,Winter,0,12,0,1,1,1,-4,-2,67.08330000000001,6.345000000000001,143,3167,3310,2011-01-15,Spring,0,1,21,0,6,0,2,0,0,39.0,22.39,6,51,57
347,2011-12-13,Winter,0,12,0,2,1,1,-2,-1,59.0,14.055000000000001,155,3368,3523,2011-01-15,Spring,0,1,22,0,6,0,2,-1,0,42.0,10.45,0,26,26
348,2011-12-14,Winter,0,12,0,3,1,2,0,1,66.375,6.09583,178,3562,3740,2011-01-15,Spring,0,1,23,0,6,0,1,-1,-1,45.0,28.360000000000003,5,39,44
349,2011-12-15,Winter,0,12,0,4,1,2,5,5,63.416700000000006,26.8042,181,3528,3709,2011-01-16,Spring,0,1,0,0,0,0,1,-3,0,56.00000000000001,0.0,6,33,39
350,2011-12-16,Winter,0,12,0,5,1,2,3,2,50.0417,26.0575,178,3399,3577,2011-01-16,Spring,0,1,1,0,0,0,1,-3,-2,56.00000000000001,13.43,4,19,23
351,2011-12-17,Winter,0,12,0,6,0,2,-3,-3,56.0833,24.3167,275,2464,2739,2011-01-16,Spring,0,1,2,0,0,0,1,-3,-1,56.00000000000001,8.959999999999999,3,13,16
352,2011-12-18,Winter,0,12,0,0,0,1,-4,-4,58.62500000000001,16.9779,220,2211,2431,2011-01-16,Spring,0,1,3,0,0,0,1,-5,-2,69.0,0.0,9,6,15
353,2011-12-19,Winter,0,12,0,1,1,1,-2,-2,63.74999999999999,17.2896,260,3143,3403,2011-01-16,Spring,0,1,4,0,0,0,1,-3,-3,56.00000000000001,16.42,0,1,1
354,2011-12-20,Winter,0,12,0,2,1,2,3,4,59.5417,6.1570800000000006,216,3534,3750,2011-01-16,Spring,0,1,5,0,0,0,2,-3,-3,56.00000000000001,16.42,1,1,2
355,2011-12-21,Spring,0,12,0,3,1,2,6,6,85.83330000000001,22.14,107,2553,2660,2011-01-16,Spring,0,1,6,0,0,0,2,-3,-3,56.00000000000001,16.42,0,1,1
356,2011-12-22,Spring,0,12,0,4,1,2,5,5,75.75,4.7275,227,2841,3068,2011-01-16,Spring,0,1,7,0,0,0,2,-4,-5,56.00000000000001,29.849999999999998,0,3,3
357,2011-12-23,Spring,0,12,0,5,1,1,2,3,68.625,27.424599999999998,163,2046,2209,2011-01-16,Spring,0,1,8,0,0,0,1,-5,-5,55.00000000000001,28.360000000000003,0,18,18
358,2011-12-24,Spring,0,12,0,6,0,1,0,-1,54.25,19.0304,155,856,1011,2011-01-16,Spring,0,1,9,0,0,0,1,-5,-5,51.0,25.369999999999997,3,29,32
359,2011-12-25,Spring,0,12,0,0,0,1,-2,-2,68.13040000000001,15.5091,303,451,754,2011-01-16,Spring,0,1,10,0,0,0,1,-5,-5,51.0,28.360000000000003,8,71,79
360,2011-12-26,Spring,0,12,1,1,0,1,0,0,50.6957,23.9465,430,887,1317,2011-01-16,Spring,0,1,11,0,0,0,1,-4,-5,44.0,25.369999999999997,23,70,93
361,2011-12-27,Spring,0,12,0,2,1,2,0,0,76.25,18.845,103,1059,1162,2011-01-16,Spring,0,1,12,0,0,0,1,-4,-5,41.0,28.360000000000003,29,75,104
362,2011-12-28,Spring,0,12,0,3,1,1,-1,-2,50.39130000000001,29.396099999999997,255,2047,2302,2011-01-16,Spring,0,1,13,0,0,0,1,-3,-5,35.0,29.849999999999998,23,95,118
363,2011-12-29,Spring,0,12,0,4,1,1,-3,-3,57.4167,11.9412,254,2169,2423,2011-01-16,Spring,0,1,14,0,0,0,1,-2,-2,36.0,25.369999999999997,22,69,91
364,2011-12-30,Spring,0,12,0,5,1,1,0,0,63.6667,13.433700000000002,491,2508,2999,2011-01-16,Spring,0,1,15,0,0,0,1,-3,-4,38.0,25.369999999999997,35,78,113
365,2011-12-31,Spring,0,12,0,6,0,1,5,5,61.583299999999994,22.0154,665,1820,2485,2011-01-16,Spring,0,1,16,0,0,0,1,-4,-5,38.0,22.39,22,77,99
366,2012-01-01,Spring,1,1,0,0,0,1,2,3,69.25,19.2167,686,1608,2294,2011-01-16,Spring,0,1,17,0,0,0,1,-5,-5,37.0,25.369999999999997,23,82,105
367,2012-01-02,Spring,1,1,1,1,0,1,-2,-3,38.130399999999995,32.966499999999996,244,1707,1951,2011-01-16,Spring,0,1,18,0,0,0,1,-6,-5,40.0,16.42,11,56,67
368,2012-01-03,Spring,1,1,0,2,1,1,-9,-10,44.125,36.5671,89,2147,2236,2011-01-16,Spring,0,1,19,0,0,0,1,-7,-6,47.0,13.43,14,47,61
369,2012-01-04,Spring,1,1,0,3,1,2,-11,-11,41.4583,18.47,95,2273,2368,2011-01-16,Spring,0,1,20,0,0,0,1,-7,-6,47.0,16.42,7,50,57
370,2012-01-05,Spring,1,1,0,4,1,1,-3,-2,52.416700000000006,12.9987,140,3132,3272,2011-01-16,Spring,0,1,21,0,0,0,1,-7,-6,51.0,16.42,6,22,28
371,2012-01-06,Spring,1,1,0,5,1,1,0,1,54.2083,16.7908,307,3791,4098,2011-01-16,Spring,0,1,22,0,0,0,2,-6,-5,49.0,13.43,2,19,21
372,2012-01-07,Spring,1,1,0,6,0,1,4,3,53.1667,17.4758,1070,3451,4521,2011-01-16,Spring,0,1,23,0,0,0,2,-6,-5,40.0,10.45,0,18,18
373,2012-01-08,Spring,1,1,0,0,0,1,0,1,46.5,19.1542,599,2826,3425,2011-01-17,Spring,0,1,0,1,1,0,2,-6,-6,47.0,22.39,1,16,17
374,2012-01-09,Spring,1,1,0,1,1,2,-5,-4,70.1667,9.89,106,2270,2376,2011-01-17,Spring,0,1,1,1,1,0,2,-6,-6,44.0,19.400000000000002,1,15,16
375,2012-01-10,Spring,1,1,0,2,1,1,0,0,64.65220000000001,18.7552,173,3425,3598,2011-01-17,Spring,0,1,2,1,1,0,2,-7,-8,43.0,25.369999999999997,0,8,8
376,2012-01-11,Spring,1,1,0,3,1,2,-2,-2,84.75,13.1221,92,2085,2177,2011-01-17,Spring,0,1,3,1,1,0,2,-7,-7,43.0,19.400000000000002,0,2,2
377,2012-01-12,Spring,1,1,0,4,1,2,3,3,80.2917,18.0967,269,3828,4097,2011-01-17,Spring,0,1,4,1,1,0,2,-7,-6,43.0,13.43,1,2,3
378,2012-01-13,Spring,1,1,0,5,1,1,-2,-3,50.74999999999999,37.8108,174,3040,3214,2011-01-17,Spring,0,1,5,1,1,0,2,-7,-6,43.0,16.42,0,1,1
379,2012-01-14,Spring,1,1,0,6,0,1,-7,-7,45.75,18.7183,333,2160,2493,2011-01-17,Spring,0,1,6,1,1,0,2,-7,-7,43.0,19.400000000000002,0,5,5
380,2012-01-15,Spring,1,1,0,0,0,1,-8,-8,41.9167,25.125799999999998,284,2027,2311,2011-01-17,Spring,0,1,7,1,1,0,2,-8,-7,50.0,13.43,4,9,13
381,2012-01-16,Spring,1,1,1,1,0,1,-7,-7,52.25,23.1358,217,2081,2298,2011-01-17,Spring,0,1,8,1,1,0,2,-8,-9,47.0,22.39,3,30,33
382,2012-01-17,Spring,1,1,0,2,1,2,2,2,71.6087,34.913,127,2808,2935,2011-01-17,Spring,0,1,9,1,1,0,2,-8,-9,47.0,22.39,8,39,47
383,2012-01-18,Spring,1,1,0,3,1,1,0,-2,44.333299999999994,41.542899999999996,109,3267,3376,2011-01-17,Spring,0,1,10,1,1,0,2,-8,-9,50.0,25.369999999999997,7,50,57
384,2012-01-19,Spring,1,1,0,4,1,1,-7,-7,49.75,22.0158,130,3162,3292,2011-01-17,Spring,0,1,11,1,1,0,2,-8,-9,55.00000000000001,19.400000000000002,9,55,64
385,2012-01-20,Spring,1,1,0,5,1,2,-5,-5,45.0,20.275000000000002,115,3048,3163,2011-01-17,Spring,0,1,12,1,1,0,2,-7,-6,47.0,13.43,10,70,80
386,2012-01-21,Spring,1,1,0,6,0,2,-8,-8,83.125,22.264200000000002,67,1234,1301,2011-01-17,Spring,0,1,13,1,1,0,2,-7,-6,47.0,13.43,13,80,93
387,2012-01-22,Spring,1,1,0,0,0,2,-8,-8,79.625,19.963800000000003,196,1781,1977,2011-01-17,Spring,0,1,14,1,1,0,2,-7,-5,43.0,10.45,12,74,86
388,2012-01-23,Spring,1,1,0,1,1,2,-5,-4,91.125,11.0708,145,2287,2432,2011-01-17,Spring,0,1,15,1,1,0,2,-6,-5,47.0,16.42,21,72,93
389,2012-01-24,Spring,1,1,0,2,1,1,1,1,83.58330000000001,12.3767,439,3900,4339,2011-01-17,Spring,0,1,16,1,1,0,2,-6,-5,47.0,16.42,6,76,82
390,2012-01-25,Spring,1,1,0,3,1,1,-1,-1,64.375,16.1071,467,3803,4270,2011-01-17,Spring,0,1,17,1,1,0,1,-6,-6,51.0,19.400000000000002,4,67,71
391,2012-01-26,Spring,1,1,0,4,1,2,1,2,76.95830000000001,7.33958,244,3831,4075,2011-01-17,Spring,0,1,18,1,1,0,2,-7,-8,55.00000000000001,25.369999999999997,7,85,92
392,2012-01-27,Spring,1,1,0,5,1,2,5,5,74.125,34.2667,269,3187,3456,2011-01-17,Spring,0,1,19,1,1,0,3,-7,-7,59.0,19.400000000000002,2,58,60
393,2012-01-28,Spring,1,1,0,6,0,1,0,0,54.333299999999994,21.0829,775,3248,4023,2011-01-17,Spring,0,1,20,1,1,0,3,-8,-9,80.0,19.400000000000002,4,29,33
394,2012-01-29,Spring,1,1,0,0,0,1,-2,-2,31.125000000000004,24.005000000000003,558,2685,3243,2011-01-17,Spring,0,1,21,1,1,0,3,-8,-9,80.0,19.400000000000002,3,24,27
395,2012-01-30,Spring,1,1,0,1,1,1,-2,-3,40.0833,21.5792,126,3498,3624,2011-01-17,Spring,0,1,22,1,1,0,3,-10,-11,93.0,25.369999999999997,0,13,13
396,2012-01-31,Spring,1,1,0,2,1,1,3,3,41.6667,26.181700000000003,324,4185,4509,2011-01-17,Spring,0,1,23,1,1,0,3,-8,-10,86.0,28.360000000000003,1,3,4
397,2012-02-01,Spring,1,2,0,3,1,1,8,8,50.79169999999999,18.9067,304,4275,4579,2011-01-18,Spring,0,1,12,0,2,1,2,-6,-7,86.0,32.84,0,3,3
398,2012-02-02,Spring,1,2,0,4,1,2,4,4,67.29169999999999,18.7187,190,3571,3761,2011-01-18,Spring,0,1,13,0,2,1,2,-6,-6,86.0,22.39,0,22,22
399,2012-02-03,Spring,1,2,0,5,1,1,0,0,52.6667,17.8496,310,3841,4151,2011-01-18,Spring,0,1,14,0,2,1,2,-5,-5,80.0,16.42,2,26,28
400,2012-02-04,Spring,1,2,0,6,0,2,-3,-2,77.95830000000001,12.1896,384,2448,2832,2011-01-18,Spring,0,1,15,0,2,1,2,-5,-5,87.0,16.42,3,32,35
401,2012-02-05,Spring,1,2,0,0,0,2,-3,-3,68.7917,17.599600000000002,318,2629,2947,2011-01-18,Spring,0,1,16,0,2,1,2,-5,-5,87.0,19.400000000000002,0,61,61
402,2012-02-06,Spring,1,2,0,1,1,1,-2,-1,62.2174,15.379999999999999,206,3578,3784,2011-01-18,Spring,0,1,17,0,2,1,2,-5,-5,82.0,19.400000000000002,1,124,125
403,2012-02-07,Spring,1,2,0,2,1,1,1,2,49.625,14.737900000000002,199,4176,4375,2011-01-18,Spring,0,1,18,0,2,1,2,-5,-5,80.0,16.42,1,132,133
404,2012-02-08,Spring,1,2,0,3,1,2,-3,-2,72.2917,13.372100000000001,109,2693,2802,2011-01-18,Spring,0,1,19,0,2,1,2,-5,-5,80.0,13.43,1,98,99
405,2012-02-09,Spring,1,2,0,4,1,1,-3,-3,56.2083,19.403699999999997,163,3667,3830,2011-01-18,Spring,0,1,20,0,2,1,2,-5,-2,87.0,0.0,0,83,83
406,2012-02-10,Spring,1,2,0,5,1,2,-2,-1,54.0,11.6929,227,3604,3831,2011-01-18,Spring,0,1,21,0,2,1,2,-5,-4,93.0,10.45,0,41,41
407,2012-02-11,Spring,1,2,0,6,0,3,-5,-6,73.125,28.9796,192,1977,2169,2011-01-18,Spring,0,1,22,0,2,1,2,-5,-3,93.0,8.959999999999999,0,33,33
408,2012-02-12,Spring,1,2,0,0,0,1,-10,-12,46.4583,40.9212,73,1456,1529,2011-01-18,Spring,0,1,23,0,2,1,2,-5,-2,93.0,0.0,1,19,20
409,2012-02-13,Spring,1,2,0,1,1,1,-5,-5,41.125,16.728299999999997,94,3328,3422,2011-01-19,Spring,0,1,0,0,3,1,2,-5,-2,93.0,0.0,0,3,3
410,2012-02-14,Spring,1,2,0,2,1,2,0,0,50.875,14.1179,135,3787,3922,2011-01-19,Spring,0,1,1,0,3,1,3,-5,-5,93.0,13.43,1,6,7
411,2012-02-15,Spring,1,2,0,3,1,1,1,1,53.125,18.16,141,4028,4169,2011-01-19,Spring,0,1,2,0,3,1,3,-5,-5,93.0,13.43,0,3,3
412,2012-02-16,Spring,1,2,0,4,1,2,0,0,75.29169999999999,9.1425,74,2931,3005,2011-01-19,Spring,0,1,4,0,3,1,3,-5,-5,93.0,13.43,1,1,2
413,2012-02-17,Spring,1,2,0,5,1,1,1,1,63.4583,20.584600000000002,349,3805,4154,2011-01-19,Spring,0,1,5,0,3,1,2,-5,-3,93.0,8.959999999999999,0,7,7
414,2012-02-18,Spring,1,2,0,6,0,1,1,1,53.4583,19.0929,1435,2883,4318,2011-01-19,Spring,0,1,6,0,3,1,2,-5,-3,93.0,8.959999999999999,0,32,32
415,2012-02-19,Spring,1,2,0,0,0,2,-2,-3,51.5833,25.3112,618,2071,2689,2011-01-19,Spring,0,1,7,0,3,1,2,-4,-3,92.0,10.45,1,89,90
416,2012-02-20,Spring,1,2,1,1,0,1,-2,-2,50.7826,22.9083,502,2627,3129,2011-01-19,Spring,0,1,8,0,3,1,2,-4,-3,93.0,10.45,1,196,197
417,2012-02-21,Spring,1,2,0,2,1,1,-1,-1,59.434799999999996,20.5717,163,3614,3777,2011-01-19,Spring,0,1,9,0,3,1,2,-4,-3,93.0,10.45,2,107,109
418,2012-02-22,Spring,1,2,0,3,1,1,4,4,56.7917,23.447100000000002,394,4379,4773,2011-01-19,Spring,0,1,10,0,3,1,2,-3,-2,93.0,13.43,1,46,47
419,2012-02-23,Spring,1,2,0,4,1,1,7,6,55.45830000000001,19.0913,516,4546,5062,2011-01-19,Spring,0,1,11,0,3,1,2,-2,0,87.0,8.959999999999999,5,47,52
420,2012-02-24,Spring,1,2,0,5,1,2,4,5,73.75,23.7567,246,3241,3487,2011-01-19,Spring,0,1,12,0,3,1,2,-1,0,81.0,8.959999999999999,5,65,70
421,2012-02-25,Spring,1,2,0,6,0,1,-1,-3,39.5833,42.1642,317,2415,2732,2011-01-19,Spring,0,1,13,0,3,1,1,4,4,62.0,28.360000000000003,11,67,78
422,2012-02-26,Spring,1,2,0,0,0,1,-2,-2,41.0,20.5229,515,2874,3389,2011-01-19,Spring,0,1,14,0,3,1,1,4,4,57.99999999999999,25.369999999999997,7,68,75
423,2012-02-27,Spring,1,2,0,1,1,1,2,2,49.0833,26.803300000000004,253,4069,4322,2011-01-19,Spring,0,1,15,0,3,1,1,4,4,54.0,28.360000000000003,4,78,82
424,2012-02-28,Spring,1,2,0,2,1,1,2,1,39.5833,19.3417,229,4134,4363,2011-01-19,Spring,0,1,16,0,3,1,1,3,4,57.99999999999999,38.81,10,94,104
425,2012-02-29,Spring,1,2,0,3,1,2,1,1,80.4783,17.9117,65,1769,1834,2011-01-19,Spring,0,1,17,0,3,1,1,2,0,56.99999999999999,32.84,7,190,197
426,2012-03-01,Spring,1,3,0,4,1,1,9,8,61.5417,22.6987,325,4665,4990,2011-01-19,Spring,0,1,18,0,3,1,1,1,0,61.0,28.360000000000003,5,156,161
427,2012-03-02,Spring,1,3,0,5,1,2,1,2,65.7083,14.490400000000001,246,2948,3194,2011-01-19,Spring,0,1,19,0,3,1,1,0,-1,56.99999999999999,41.79,4,108,112
428,2012-03-03,Spring,1,3,0,6,0,2,5,5,62.125,16.1079,956,3110,4066,2011-01-19,Spring,0,1,20,0,3,1,1,0,0,49.0,29.849999999999998,2,74,76
429,2012-03-04,Spring,1,3,0,0,0,1,0,0,40.3333,33.457100000000004,710,2713,3423,2011-01-19,Spring,0,1,21,0,3,1,1,0,-1,49.0,41.79,4,55,59
430,2012-03-05,Spring,1,3,0,1,1,1,-4,-4,50.625,22.8858,203,3130,3333,2011-01-19,Spring,0,1,22,0,3,1,1,-1,0,52.0,16.42,6,53,59
